,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source,Outlet_Year
8567,FDP23,6.71,Low Fat,0.059565107,Breads,217.2166,OUT010,Small,Tier 3,Grocery Store,,Test,25
8568,FDC26,10.195,Low Fat,0.126277921,Canned,112.1886,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8569,FDR14,11.65,Low Fat,0.291322397,Dairy,55.8298,OUT010,Small,Tier 3,Grocery Store,,Test,25
8570,NCS41,12.85,Low Fat,0.053433908,Health and Hygiene,183.2608,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8571,FDF41,12.15,Low Fat,0.131155007,Frozen Foods,248.146,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8572,FDU34,18.25,Low Fat,0.075194929,Snack Foods,124.9046,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8573,DRH11,5.98,Low Fat,0.075557965,Hard Drinks,57.0614,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8574,FDM03,12.65,Low Fat,0.122928415,Meat,106.6938,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8575,FDS31,13.1,Regular,0.044442342,Fruits and Vegetables,181.0318,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8576,FDJ20,20.7,Regular,0.100741569,Fruits and Vegetables,122.3388,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8577,FDV44,8.365,Regular,0.039651481,Fruits and Vegetables,188.7188,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8578,FDG02,7.855,Low Fat,0.011278673,Canned,188.8188,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8579,FDA09,13.35,Regular,0.14409005277777778,Snack Foods,179.666,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8580,FDT04,17.25,Low Fat,0.106952661,Frozen Foods,38.3822,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8581,FDL58,5.78,Regular,0.129825457,Snack Foods,263.2568,OUT019,Small,Tier 1,Grocery Store,,Test,38
8582,FDE52,10.395,Regular,0.029947409,Dairy,90.1514,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8583,FDW12,8.315,Regular,0.035565457,Baking Goods,144.8444,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8584,FDL51,20.7,Regular,0.047760002,Dairy,214.9876,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8585,NCY42,6.38,Low Fat,0.015089147,Household,141.347,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8586,FDR07,21.35,Low Fat,0.07818366,Fruits and Vegetables,96.8094,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8587,FDN40,5.88,Low Fat,0.086632125,Frozen Foods,152.6998,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8588,FDB35,12.3,Regular,0.064306056,Starchy Foods,90.3804,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8589,FDA22,7.435,Low Fat,0.08493006,Starchy Foods,165.8158,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8590,NCL06,14.65,Low Fat,0.072066634,Household,262.5594,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8591,FDI35,14.0,Low Fat,0.041256807,Starchy Foods,181.2634,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8592,NCW42,18.2,Low Fat,0.058587558,Household,221.6456,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8593,NCX06,17.6,Low Fat,0.015711434,Household,180.0976,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8594,FDC37,15.5,Low Fat,0.032714163,Baking Goods,108.1938,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8595,FDZ14,7.71,Regular,0.047782552,Dairy,122.3756,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8596,DRG49,7.81,Low Fat,0.067560171,Soft Drinks,245.2486,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8597,NCG06,16.35,Low Fat,0.029505077,Household,256.2646,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8598,DRC36,13.0,Regular,0.045076104,Soft Drinks,173.7054,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8599,FDV21,11.5,Low Fat,0.299544153,Snack Foods,124.8704,OUT019,Small,Tier 1,Grocery Store,,Test,38
8600,FDB53,13.35,Low Fat,0.139452413,Frozen Foods,148.6392,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8601,DRP47,15.75,Low Fat,0.246178257,Hard Drinks,252.4382,OUT019,Small,Tier 1,Grocery Store,,Test,38
8602,FDA14,16.1,Low Fat,0.065128984,Dairy,145.176,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8603,DRC24,17.85,Low Fat,0.024816585,Soft Drinks,152.6998,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8604,FDW21,5.34,Regular,0.005988175,Snack Foods,100.6358,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8605,NCH29,5.51,Low Fat,0.034473804,Health and Hygiene,97.3726,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8606,FDU58,6.61,Regular,0.028987582,Snack Foods,188.6898,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8607,FDY27,6.38,Low Fat,0.032078604,Dairy,177.6344,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8608,FDV56,16.1,Regular,0.013593151,Fruits and Vegetables,108.9596,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8609,FDT59,13.65,Low Fat,0.015911432,Breads,230.5668,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8610,FDB23,19.2,Regular,0.005588601,Starchy Foods,225.5062,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8611,FDR49,8.71,Low Fat,0.139510771,Canned,46.2376,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8612,FDB03,17.75,Regular,0.262504325,Dairy,242.2538,OUT010,Small,Tier 3,Grocery Store,,Test,25
8613,FDN39,19.35,Regular,0.048619719666666665,Meat,165.7816,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8614,FDX02,16.0,Low Fat,0.056783774,Dairy,223.1404,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8615,FDQ16,19.7,Low Fat,0.041536279,Frozen Foods,107.7912,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8616,FDU35,6.44,Low Fat,0.079538056,Breads,99.47,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8617,NCT29,12.6,Low Fat,0.064057374,Health and Hygiene,122.1414,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8618,FDZ27,7.935,Low Fat,0.017156262,Dairy,48.135,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8619,FDN57,18.25,Low Fat,0.054540968,Snack Foods,140.4154,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8620,FDA03,18.5,Regular,0.045648973,Dairy,145.6102,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8621,FDZ36,6.035,Regular,0.065917194,Baking Goods,185.724,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8622,NCU05,11.8,Low Fat,0.058687359,Health and Hygiene,81.1618,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8623,FDT39,6.26,Regular,0.009908113,Meat,151.1366,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8624,FDK60,16.5,Regular,0.094395215,Baking Goods,97.2068,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8625,FDZ25,15.7,Regular,0.02777326,Canned,169.279,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8626,FDG12,6.635,Regular,0.006326106,Baking Goods,122.1098,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8627,DRB01,7.39,Low Fat,0.143990546,Soft Drinks,191.553,OUT019,Small,Tier 1,Grocery Store,,Test,38
8628,NCC43,7.39,Low Fat,0.09233359,Household,250.6066,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8629,FDX13,7.725,Low Fat,0.083661793,Canned,248.6092,OUT019,Small,Tier 1,Grocery Store,,Test,38
8630,FDM22,14.0,Regular,0.042022999,Snack Foods,53.064,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8631,FDJ03,12.35,Regular,0.072044336,Dairy,48.8692,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8632,FDU14,17.75,Low Fat,0.03350607133333333,Dairy,249.775,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8633,FDB33,17.75,Low Fat,0.024404214,Fruits and Vegetables,159.0262,OUT010,Small,Tier 3,Grocery Store,,Test,25
8634,FDP27,8.155,Low Fat,0.119450639,Meat,190.653,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8635,FDO38,17.25,Low Fat,0.121917641,Canned,76.6986,OUT010,Small,Tier 3,Grocery Store,,Test,25
8636,FDE28,9.5,Regular,0.131905128,Frozen Foods,232.0668,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8637,FDO27,6.175,Regular,0.179043614,Meat,95.3752,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8638,DRL23,18.35,Low Fat,0.0152302,Hard Drinks,107.0938,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8639,FDS28,8.18,Regular,0.082401592,Frozen Foods,55.9588,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8640,FDX24,8.355,Low Fat,0.013917468,Baking Goods,92.5462,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8641,FDZ02,6.905,Regular,0.038140213,Dairy,96.3726,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8642,FDL46,20.35,Low Fat,0.054166556,Snack Foods,116.9466,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8643,FDS60,20.85,Low Fat,0.03229139,Baking Goods,178.766,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8644,NCO06,19.25,Low Fat,0.108641498,Household,33.0558,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8645,FDO16,5.48,Low Fat,0.015105338,Frozen Foods,84.625,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8646,FDC60,5.425,Regular,0.114650377,Baking Goods,87.3514,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8647,FDA48,12.1,Low Fat,0.115342009,Baking Goods,220.2114,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8648,FDZ36,6.035,Regular,0.0686582538,Baking Goods,186.424,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8649,FDK27,11.0,Low Fat,0.00896468,Meat,120.6756,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8650,FDW23,5.765,Low Fat,0.082346376,Baking Goods,38.8164,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8651,FDM14,13.8,Low Fat,0.013318,Canned,110.1254,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8652,FDM14,13.8,Low Fat,0.01325293,Canned,108.2254,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8653,FDW60,5.44,Regular,0.017131453,Baking Goods,177.837,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8654,FDE21,12.8,Low Fat,0.022925594,Fruits and Vegetables,116.4492,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8655,NCM42,6.13,Low Fat,0.028316137,Household,109.3912,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8656,FDY59,8.195,Low Fat,0.052562923,Baking Goods,93.9462,OUT010,Small,Tier 3,Grocery Store,,Test,25
8657,DRI49,14.15,Low Fat,0.1837926,Soft Drinks,81.3276,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8658,FDT28,13.3,Low Fat,0.111296158,Frozen Foods,151.2708,OUT019,Small,Tier 1,Grocery Store,,Test,38
8659,FDQ22,16.75,Low Fat,0.029860799,Snack Foods,39.5822,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8660,FDR60,14.3,Low Fat,0.130617879,Baking Goods,76.5328,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8661,FDC50,15.85,Low Fat,0.238990225,Canned,94.7094,OUT019,Small,Tier 1,Grocery Store,,Test,38
8662,FDV24,5.635,Low Fat,0.103186396,Baking Goods,151.805,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8663,DRF48,5.73,Low Fat,0.04033290288888888,Soft Drinks,188.3898,OUT010,Small,Tier 3,Grocery Store,,Test,25
8664,FDQ47,7.155,Regular,0.168186376,Breads,36.5874,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8665,DRN36,15.2,Low Fat,0.050255855,Soft Drinks,97.3752,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8666,NCY06,15.25,Low Fat,0.061173235,Household,128.5968,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8667,FDE52,10.395,Regular,0.029881147,Dairy,89.5514,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8668,NCB54,8.76,Low Fat,0.050154219,Health and Hygiene,126.9336,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8669,NCF31,9.13,Low Fat,0.051837621,Household,152.6024,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8670,FDJ08,11.1,Low Fat,0.11013617,Fruits and Vegetables,189.7846,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8671,NCC07,19.6,Low Fat,0.024086626,Household,106.0964,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8672,NCD19,8.93,Low Fat,0.013115567,Household,53.7614,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8673,FDL46,20.35,Low Fat,0.0563844029,Snack Foods,118.9466,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8674,FDM20,10.0,Low Fat,0.038764258,Fruits and Vegetables,246.2144,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8675,NCI06,11.3,Low Fat,0.07986963,Household,180.466,OUT010,Small,Tier 3,Grocery Store,,Test,25
8676,DRM11,6.57,Low Fat,0.066057085,Hard Drinks,259.3278,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8677,NCH07,13.15,Low Fat,0.093044518,Household,158.4604,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8678,FDS23,4.635,Low Fat,0.140771867,Breads,129.4994,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8679,FDO49,10.6,Regular,0.033186809,Breakfast,49.1008,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8680,FDS35,9.3,Low Fat,0.11139344,Breads,65.2826,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8681,DRK39,7.02,Low Fat,0.049966527,Dairy,82.525,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8682,DRI39,13.8,Low Fat,0.097212998,Dairy,58.293,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8683,FDV04,7.825,Regular,0.150863781,Frozen Foods,158.0288,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8684,NCN14,19.1,Low Fat,0.091900406,Others,182.5608,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8685,FDH08,7.51,Low Fat,0.017414576,Fruits and Vegetables,231.101,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8686,FDS20,8.85,Low Fat,0.053866912,Fruits and Vegetables,183.0292,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8687,FDV40,17.35,Low Fat,0.014714625,Frozen Foods,75.4038,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8688,FDZ48,17.75,Low Fat,0.127140836,Baking Goods,110.5544,OUT010,Small,Tier 3,Grocery Store,,Test,25
8689,FDS24,20.85,Regular,0.061923154,Baking Goods,87.5514,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8690,FDK44,16.6,Low Fat,0.122417514,Fruits and Vegetables,174.3738,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8691,FDS48,15.15,Low Fat,0.026191759,Baking Goods,150.4708,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8692,FDK26,5.46,Regular,0.053858378,Canned,186.924,OUT010,Small,Tier 3,Grocery Store,,Test,25
8693,FDD23,9.5,Regular,0.048784266,Starchy Foods,188.5898,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8694,NCH54,13.5,Low Fat,0.073080167,Household,161.492,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8695,NCP14,8.275,Low Fat,0.184602443,Household,106.5306,OUT010,Small,Tier 3,Grocery Store,,Test,25
8696,FDM60,10.8,Regular,0.080582001,Baking Goods,39.4138,OUT010,Small,Tier 3,Grocery Store,,Test,25
8697,FDV24,5.635,Low Fat,0.103856487,Baking Goods,151.305,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8698,FDH08,7.51,Low Fat,0.017500079,Fruits and Vegetables,228.801,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8699,FDS12,9.1,Low Fat,0.173275373,Baking Goods,127.6362,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8700,FDR39,20.35,Low Fat,0.083393481,Meat,180.6292,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8701,FDP12,9.8,Regular,0.0450476,Baking Goods,36.4874,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8702,DRF60,10.8,Low Fat,0.051816577,Soft Drinks,236.4564,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8703,FDC09,15.5,Regular,0.026297031,Fruits and Vegetables,102.7332,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8704,FDF50,4.905,Low Fat,0.117808305,Canned,198.5768,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8705,FDG28,9.285,Regular,0.049270974,Frozen Foods,243.9144,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8706,NCE19,8.97,Low Fat,0.093540749,Household,55.4956,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8707,NCM53,18.75,Low Fat,0.087105823,Health and Hygiene,108.228,OUT010,Small,Tier 3,Grocery Store,,Test,25
8708,NCN18,8.895,Low Fat,0.093630837125,Household,110.9544,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8709,FDF32,16.35,Low Fat,0.068068082,Fruits and Vegetables,199.1426,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8710,FDF11,10.195,Regular,0.01761655,Starchy Foods,239.4538,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8711,DRI59,9.5,Low Fat,0.040898157,Hard Drinks,225.2088,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8712,NCG54,12.1,Low Fat,0.079791176,Household,169.5106,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8713,FDM44,12.5,Low Fat,0.031049674,Fruits and Vegetables,101.399,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8714,FDT57,15.2,Low Fat,0.019112323,Snack Foods,236.2248,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8715,FDV24,5.635,Low Fat,0.103272336,Baking Goods,151.205,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8716,FDI50,8.42,Regular,0.054001526,Canned,227.8352,OUT019,Small,Tier 1,Grocery Store,,Test,38
8717,FDS09,8.895,Regular,0.081073148,Snack Foods,51.2008,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8718,NCC31,8.02,Low Fat,0.019774239,Household,154.5972,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8719,FDQ07,15.1,Regular,0.153038134,Fruits and Vegetables,219.0456,OUT019,Small,Tier 1,Grocery Store,,Test,38
8720,FDC22,6.89,Regular,0.13720009,Snack Foods,191.882,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8721,FDZ56,16.25,Low Fat,0.02573698,Fruits and Vegetables,169.3474,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8722,FDZ40,8.935,Low Fat,0.070354806,Frozen Foods,53.9298,OUT019,Small,Tier 1,Grocery Store,,Test,38
8723,FDS46,17.6,Regular,0.047028483,Snack Foods,118.3782,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8724,DRD24,13.85,Low Fat,0.030857538,Soft Drinks,140.6154,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8725,FDV45,16.75,Low Fat,0.045302246,Snack Foods,189.1556,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8726,FDL26,18.0,Low Fat,0.073341257,Canned,155.7972,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8727,FDA56,9.21,Low Fat,0.00880049,Fruits and Vegetables,123.0414,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8728,FDN27,20.85,Low Fat,0.039562497,Meat,118.1808,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8729,FDM20,10.0,Low Fat,0.038745948,Fruits and Vegetables,245.0144,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8730,FDO16,5.48,Low Fat,0.015193653,Frozen Foods,82.825,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8731,FDL03,19.25,Regular,0.027075481,Meat,195.611,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8732,FDE58,18.5,Low Fat,0.052068722,Snack Foods,117.0124,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8733,FDI02,15.7,Regular,0.114010306,Canned,112.2202,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8734,NCC55,10.695000000000002,Low Fat,0.111641021,Household,38.8848,OUT019,Small,Tier 1,Grocery Store,,Test,38
8735,FDR03,15.7,Regular,0.008771522,Meat,205.798,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8736,FDB14,20.25,Regular,0.103304968,Canned,92.612,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8737,FDR45,10.8,Low Fat,0.028919203,Snack Foods,240.9222,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8738,NCN07,18.5,Low Fat,0.034136703,Others,130.0284,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8739,FDM51,11.8,Regular,0.045393469,Meat,102.2674,OUT019,Small,Tier 1,Grocery Store,,Test,38
8740,FDT52,9.695000000000002,Regular,0.047199898,Frozen Foods,244.9144,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
8741,FDL26,18.0,Low Fat,0.07319282,Canned,154.2972,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8742,NCZ42,10.5,Low Fat,0.011287929,Household,238.9248,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8743,DRI47,14.7,Low Fat,0.036628533,Hard Drinks,145.6128,OUT019,Small,Tier 1,Grocery Store,,Test,38
8744,FDW40,14.0,Regular,0.105057952,Frozen Foods,141.1812,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8745,FDN34,15.6,Regular,0.039454636,Snack Foods,169.2132,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8746,FDS01,11.6,Low Fat,0.017741644,Canned,178.3686,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8747,NCG55,16.25,Low Fat,0.039225553,Household,116.2176,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8748,FDC11,20.5,Low Fat,0.141766029,Starchy Foods,87.4172,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8749,FDX35,5.035,Regular,0.080236064,Breads,226.4036,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
8750,NCB06,17.6,Low Fat,0.082332074,Health and Hygiene,160.392,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8751,FDR09,18.25,Low Fat,0.136085739,Snack Foods,259.8962,OUT019,Small,Tier 1,Grocery Store,,Test,38
8752,FDC53,8.68,Low Fat,0.008885672,Frozen Foods,96.9384,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8753,FDY45,17.5,Low Fat,0.02231451677777778,Snack Foods,255.2356,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8754,FDA22,7.435,Low Fat,0.141355941,Starchy Foods,168.5158,OUT010,Small,Tier 3,Grocery Store,,Test,25
8755,FDE02,8.71,Low Fat,0.121227447,Canned,95.2778,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
8756,FDW21,5.34,Regular,0.005975976,Snack Foods,100.8358,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8757,FDV34,10.695,Regular,0.011425458,Snack Foods,73.6038,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8758,FDS59,14.8,Regular,0.043961689,Breads,109.157,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8759,NCW17,18.0,Low Fat,0.01949589,Health and Hygiene,127.8994,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8760,NCK54,12.15,Low Fat,0.029523375,Household,117.215,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
8761,FDG17,6.865,Regular,0.062751586,Frozen Foods,244.2486,OUT019,Small,Tier 1,Grocery Store,,Test,38
8762,FDG35,21.2,Regular,0.006063933222222222,Starchy Foods,173.0738,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8763,FDD08,8.3,Low Fat,0.059175953,Fruits and Vegetables,37.8506,OUT010,Small,Tier 3,Grocery Store,,Test,25
8764,NCO07,9.06,Low Fat,0.009831566,Others,211.156,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8765,FDJ10,5.095,Regular,0.216762584,Snack Foods,142.2838,OUT010,Small,Tier 3,Grocery Store,,Test,25
8766,FDW36,11.15,Low Fat,0.057254675,Baking Goods,104.0622,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8767,FDW21,5.34,Regular,0.005306163555555556,Snack Foods,101.0358,OUT010,Small,Tier 3,Grocery Store,,Test,25
8768,FDY19,19.75,Low Fat,0.041598912,Fruits and Vegetables,118.0466,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8769,DRE03,19.6,Low Fat,0.024206741,Dairy,47.0718,OUT013,High,Tier 3,Supermarket Type1,,Test,36
8770,NCC55,10.695,Low Fat,0.063862271,Household,38.1848,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
8771,FDH52,9.42,Regular,0.073484791,Frozen Foods,63.6194,OUT010,Small,Tier 3,Grocery Store,,Test,25
8772,FDO09,13.5,Regular,0.125983278,Snack Foods,264.691,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
8773,FDU43,19.35,Regular,0.058161092,Fruits and Vegetables,239.4564,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
8774,FDX09,9.0,Low Fat,0.1092139,Snack Foods,175.037,OUT010,Small,Tier 3,Grocery Store,,Test,25
8775,FDH40,11.6,Regular,0.138195491,Frozen Foods,83.1276,OUT019,Small,Tier 1,Grocery Store,,Test,38
8776,FDW58,20.75,Low Fat,0.007595816,Snack Foods,104.4622,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
